FeatureID	Kingdom	Phylum	Class	Order	Family	Genus	Species	TaxonomyStatus
OTU_R4702								Not distributed with phyloseq::soilrep; not used in this analysis
OTU_R47022								Not distributed with phyloseq::soilrep; not used in this analysis
OTU_R47026								Not distributed with phyloseq::soilrep; not used in this analysis
OTU_R4703								Not distributed with phyloseq::soilrep; not used in this analysis
OTU_R47031								Not distributed with phyloseq::soilrep; not used in this analysis
OTU_R4704								Not distributed with phyloseq::soilrep; not used in this analysis
OTU_R47040								Not distributed with phyloseq::soilrep; not used in this analysis
OTU_R47042								Not distributed with phyloseq::soilrep; not used in this analysis
OTU_R4705								Not distributed with phyloseq::soilrep; not used in this analysis
OTU_R4706								Not distributed with phyloseq::soilrep; not used in this analysis
OTU_R4707								Not distributed with phyloseq::soilrep; not used in this analysis
OTU_R47071								Not distributed with phyloseq::soilrep; not used in this analysis
OTU_R4709								Not distributed with phyloseq::soilrep; not used in this analysis
OTU_R47099								Not distributed with phyloseq::soilrep; not used in this analysis
OTU_R471								Not distributed with phyloseq::soilrep; not used in this analysis
OTU_R4710								Not distributed with phyloseq::soilrep; not used in this analysis
OTU_R47118								Not distributed with phyloseq::soilrep; not used in this analysis
OTU_R47126								Not distributed with phyloseq::soilrep; not used in this analysis
OTU_R4713								Not distributed with phyloseq::soilrep; not used in this analysis
OTU_R47132								Not distributed with phyloseq::soilrep; not used in this analysis
OTU_R4714								Not distributed with phyloseq::soilrep; not used in this analysis
OTU_R47141								Not distributed with phyloseq::soilrep; not used in this analysis
OTU_R47146								Not distributed with phyloseq::soilrep; not used in this analysis
OTU_R47147								Not distributed with phyloseq::soilrep; not used in this analysis
OTU_R4715								Not distributed with phyloseq::soilrep; not used in this analysis
OTU_R47158								Not distributed with phyloseq::soilrep; not used in this analysis
OTU_R4716								Not distributed with phyloseq::soilrep; not used in this analysis
OTU_R4717								Not distributed with phyloseq::soilrep; not used in this analysis
OTU_R47170								Not distributed with phyloseq::soilrep; not used in this analysis
OTU_R4718								Not distributed with phyloseq::soilrep; not used in this analysis
OTU_R4719								Not distributed with phyloseq::soilrep; not used in this analysis
OTU_R47194								Not distributed with phyloseq::soilrep; not used in this analysis
OTU_R4720								Not distributed with phyloseq::soilrep; not used in this analysis
OTU_R47206								Not distributed with phyloseq::soilrep; not used in this analysis
OTU_R4721								Not distributed with phyloseq::soilrep; not used in this analysis
OTU_R47217								Not distributed with phyloseq::soilrep; not used in this analysis
OTU_R47234								Not distributed with phyloseq::soilrep; not used in this analysis
OTU_R47237								Not distributed with phyloseq::soilrep; not used in this analysis
OTU_R4724								Not distributed with phyloseq::soilrep; not used in this analysis
OTU_R4725								Not distributed with phyloseq::soilrep; not used in this analysis
OTU_R4726								Not distributed with phyloseq::soilrep; not used in this analysis
OTU_R4727								Not distributed with phyloseq::soilrep; not used in this analysis
OTU_R47270								Not distributed with phyloseq::soilrep; not used in this analysis
OTU_R4728								Not distributed with phyloseq::soilrep; not used in this analysis
OTU_R4729								Not distributed with phyloseq::soilrep; not used in this analysis
OTU_R473								Not distributed with phyloseq::soilrep; not used in this analysis
OTU_R4730								Not distributed with phyloseq::soilrep; not used in this analysis
OTU_R4732								Not distributed with phyloseq::soilrep; not used in this analysis
OTU_R47329								Not distributed with phyloseq::soilrep; not used in this analysis
OTU_R4733								Not distributed with phyloseq::soilrep; not used in this analysis
OTU_R4734								Not distributed with phyloseq::soilrep; not used in this analysis
OTU_R4735								Not distributed with phyloseq::soilrep; not used in this analysis
OTU_R4737								Not distributed with phyloseq::soilrep; not used in this analysis
OTU_R47394								Not distributed with phyloseq::soilrep; not used in this analysis
OTU_R47398								Not distributed with phyloseq::soilrep; not used in this analysis
OTU_R474								Not distributed with phyloseq::soilrep; not used in this analysis
OTU_R47407								Not distributed with phyloseq::soilrep; not used in this analysis
OTU_R4741								Not distributed with phyloseq::soilrep; not used in this analysis
OTU_R47411								Not distributed with phyloseq::soilrep; not used in this analysis
OTU_R47412								Not distributed with phyloseq::soilrep; not used in this analysis
OTU_R4742								Not distributed with phyloseq::soilrep; not used in this analysis
OTU_R47424								Not distributed with phyloseq::soilrep; not used in this analysis
OTU_R47437								Not distributed with phyloseq::soilrep; not used in this analysis
OTU_R47440								Not distributed with phyloseq::soilrep; not used in this analysis
OTU_R47451								Not distributed with phyloseq::soilrep; not used in this analysis
OTU_R47456								Not distributed with phyloseq::soilrep; not used in this analysis
OTU_R47463								Not distributed with phyloseq::soilrep; not used in this analysis
OTU_R47464								Not distributed with phyloseq::soilrep; not used in this analysis
OTU_R47466								Not distributed with phyloseq::soilrep; not used in this analysis
OTU_R47467								Not distributed with phyloseq::soilrep; not used in this analysis
OTU_R47471								Not distributed with phyloseq::soilrep; not used in this analysis
OTU_R47477								Not distributed with phyloseq::soilrep; not used in this analysis
OTU_R47479								Not distributed with phyloseq::soilrep; not used in this analysis
OTU_R4748								Not distributed with phyloseq::soilrep; not used in this analysis
OTU_R47485								Not distributed with phyloseq::soilrep; not used in this analysis
OTU_R47489								Not distributed with phyloseq::soilrep; not used in this analysis
OTU_R4749								Not distributed with phyloseq::soilrep; not used in this analysis
OTU_R47494								Not distributed with phyloseq::soilrep; not used in this analysis
OTU_R47497								Not distributed with phyloseq::soilrep; not used in this analysis
OTU_R475								Not distributed with phyloseq::soilrep; not used in this analysis
OTU_R4751								Not distributed with phyloseq::soilrep; not used in this analysis
OTU_R47515								Not distributed with phyloseq::soilrep; not used in this analysis
OTU_R4752								Not distributed with phyloseq::soilrep; not used in this analysis
OTU_R47521								Not distributed with phyloseq::soilrep; not used in this analysis
OTU_R47542								Not distributed with phyloseq::soilrep; not used in this analysis
OTU_R4755								Not distributed with phyloseq::soilrep; not used in this analysis
OTU_R47550								Not distributed with phyloseq::soilrep; not used in this analysis
OTU_R47555								Not distributed with phyloseq::soilrep; not used in this analysis
OTU_R47557								Not distributed with phyloseq::soilrep; not used in this analysis
OTU_R47561								Not distributed with phyloseq::soilrep; not used in this analysis
OTU_R47567								Not distributed with phyloseq::soilrep; not used in this analysis
OTU_R47569								Not distributed with phyloseq::soilrep; not used in this analysis
OTU_R4757								Not distributed with phyloseq::soilrep; not used in this analysis
OTU_R47579								Not distributed with phyloseq::soilrep; not used in this analysis
OTU_R47582								Not distributed with phyloseq::soilrep; not used in this analysis
OTU_R47596								Not distributed with phyloseq::soilrep; not used in this analysis
OTU_R476								Not distributed with phyloseq::soilrep; not used in this analysis
OTU_R47600								Not distributed with phyloseq::soilrep; not used in this analysis
OTU_R47609								Not distributed with phyloseq::soilrep; not used in this analysis
OTU_R47618								Not distributed with phyloseq::soilrep; not used in this analysis
OTU_R47625								Not distributed with phyloseq::soilrep; not used in this analysis
OTU_R47632								Not distributed with phyloseq::soilrep; not used in this analysis
OTU_R47638								Not distributed with phyloseq::soilrep; not used in this analysis
OTU_R47640								Not distributed with phyloseq::soilrep; not used in this analysis
OTU_R47642								Not distributed with phyloseq::soilrep; not used in this analysis
OTU_R47656								Not distributed with phyloseq::soilrep; not used in this analysis
OTU_R4766								Not distributed with phyloseq::soilrep; not used in this analysis
OTU_R47666								Not distributed with phyloseq::soilrep; not used in this analysis
OTU_R47672								Not distributed with phyloseq::soilrep; not used in this analysis
OTU_R4769								Not distributed with phyloseq::soilrep; not used in this analysis
OTU_R47692								Not distributed with phyloseq::soilrep; not used in this analysis
OTU_R47693								Not distributed with phyloseq::soilrep; not used in this analysis
OTU_R477								Not distributed with phyloseq::soilrep; not used in this analysis
OTU_R4770								Not distributed with phyloseq::soilrep; not used in this analysis
OTU_R4771								Not distributed with phyloseq::soilrep; not used in this analysis
OTU_R47711								Not distributed with phyloseq::soilrep; not used in this analysis
