Metric	SampleA	SampleB	HabitatA	HabitatB	PairType	Distance
Robust Aitchison	M11Fcsw	TRRsed2	Human-associated	Marine/estuarine	Between habitats	1.601620290984
Robust Aitchison	M31Plmr	TRRsed2	Human-associated	Marine/estuarine	Between habitats	0.547982498349
Robust Aitchison	M11Plmr	TRRsed2	Human-associated	Marine/estuarine	Between habitats	1.153296174536
Robust Aitchison	F21Plmr	TRRsed2	Human-associated	Marine/estuarine	Between habitats	0.753762864319
Robust Aitchison	M31Tong	TRRsed2	Human-associated	Marine/estuarine	Between habitats	0.69842717044
Robust Aitchison	M11Tong	TRRsed2	Human-associated	Marine/estuarine	Between habitats	0.768269335766
Robust Aitchison	LMEpi24M	TRRsed2	Freshwater	Marine/estuarine	Between habitats	1.100208972427
Robust Aitchison	SLEpi20M	TRRsed2	Freshwater	Marine/estuarine	Between habitats	1.168275362174
Robust Aitchison	AQC1cm	TRRsed2	Freshwater	Marine/estuarine	Between habitats	3.010374268949
Robust Aitchison	AQC4cm	TRRsed2	Freshwater	Marine/estuarine	Between habitats	3.262124270752
Robust Aitchison	AQC7cm	TRRsed2	Freshwater	Marine/estuarine	Between habitats	3.244042875938
Robust Aitchison	NP2	TRRsed2	Marine/estuarine	Marine/estuarine	Within habitat	1.324351402169
Robust Aitchison	NP3	TRRsed2	Marine/estuarine	Marine/estuarine	Within habitat	1.440878895933
Robust Aitchison	NP5	TRRsed2	Marine/estuarine	Marine/estuarine	Within habitat	1.701079514809
Robust Aitchison	TRRsed1	TRRsed2	Marine/estuarine	Marine/estuarine	Within habitat	0.419792973386
Robust Aitchison	CL3	TRRsed3	Soil	Marine/estuarine	Between habitats	2.982835619326
Robust Aitchison	CC1	TRRsed3	Soil	Marine/estuarine	Between habitats	3.351070361701
Robust Aitchison	SV1	TRRsed3	Soil	Marine/estuarine	Between habitats	2.292246388408
Robust Aitchison	M31Fcsw	TRRsed3	Human-associated	Marine/estuarine	Between habitats	1.133770185961
Robust Aitchison	M11Fcsw	TRRsed3	Human-associated	Marine/estuarine	Between habitats	0.91040185668
Robust Aitchison	M31Plmr	TRRsed3	Human-associated	Marine/estuarine	Between habitats	0.695762390574
Robust Aitchison	M11Plmr	TRRsed3	Human-associated	Marine/estuarine	Between habitats	1.077535148802
Robust Aitchison	F21Plmr	TRRsed3	Human-associated	Marine/estuarine	Between habitats	0.877632482882
Robust Aitchison	M31Tong	TRRsed3	Human-associated	Marine/estuarine	Between habitats	0.64453682037
Robust Aitchison	M11Tong	TRRsed3	Human-associated	Marine/estuarine	Between habitats	0.683908411795
Robust Aitchison	LMEpi24M	TRRsed3	Freshwater	Marine/estuarine	Between habitats	1.003017932182
Robust Aitchison	SLEpi20M	TRRsed3	Freshwater	Marine/estuarine	Between habitats	1.24012125552
Robust Aitchison	AQC1cm	TRRsed3	Freshwater	Marine/estuarine	Between habitats	2.87175430769
Robust Aitchison	AQC4cm	TRRsed3	Freshwater	Marine/estuarine	Between habitats	3.250440701288
Robust Aitchison	AQC7cm	TRRsed3	Freshwater	Marine/estuarine	Between habitats	3.212432328156
Robust Aitchison	NP2	TRRsed3	Marine/estuarine	Marine/estuarine	Within habitat	1.826237584496
Robust Aitchison	NP3	TRRsed3	Marine/estuarine	Marine/estuarine	Within habitat	1.964303842884
Robust Aitchison	NP5	TRRsed3	Marine/estuarine	Marine/estuarine	Within habitat	2.167418064238
Robust Aitchison	TRRsed1	TRRsed3	Marine/estuarine	Marine/estuarine	Within habitat	0.446521078139
Robust Aitchison	TRRsed2	TRRsed3	Marine/estuarine	Marine/estuarine	Within habitat	0.7190288214
Robust Aitchison	CL3	TS28	Soil	Human-associated	Between habitats	3.207846880633
Robust Aitchison	CC1	TS28	Soil	Human-associated	Between habitats	3.621045841437
Robust Aitchison	SV1	TS28	Soil	Human-associated	Between habitats	2.716415899486
Robust Aitchison	M31Fcsw	TS28	Human-associated	Human-associated	Within habitat	0.311224787097
Robust Aitchison	M11Fcsw	TS28	Human-associated	Human-associated	Within habitat	0.266561267969
Robust Aitchison	M31Plmr	TS28	Human-associated	Human-associated	Within habitat	1.61227974081
Robust Aitchison	M11Plmr	TS28	Human-associated	Human-associated	Within habitat	1.653454468944
Robust Aitchison	F21Plmr	TS28	Human-associated	Human-associated	Within habitat	1.70894181048
Robust Aitchison	M31Tong	TS28	Human-associated	Human-associated	Within habitat	1.637771162729
Robust Aitchison	M11Tong	TS28	Human-associated	Human-associated	Within habitat	1.614915694221
Robust Aitchison	LMEpi24M	TS28	Freshwater	Human-associated	Between habitats	1.770295942536
Robust Aitchison	SLEpi20M	TS28	Freshwater	Human-associated	Between habitats	2.05679628321
Robust Aitchison	AQC1cm	TS28	Freshwater	Human-associated	Between habitats	3.184014856533
Robust Aitchison	AQC4cm	TS28	Freshwater	Human-associated	Between habitats	3.702196740393
Robust Aitchison	AQC7cm	TS28	Freshwater	Human-associated	Between habitats	3.63112867057
Robust Aitchison	NP2	TS28	Marine/estuarine	Human-associated	Between habitats	2.899570661386
Robust Aitchison	NP3	TS28	Marine/estuarine	Human-associated	Between habitats	3.029787129232
Robust Aitchison	NP5	TS28	Marine/estuarine	Human-associated	Between habitats	3.195617896991
Robust Aitchison	TRRsed1	TS28	Marine/estuarine	Human-associated	Between habitats	1.561601798911
Robust Aitchison	TRRsed2	TS28	Marine/estuarine	Human-associated	Between habitats	1.84160409723
Robust Aitchison	TRRsed3	TS28	Marine/estuarine	Human-associated	Between habitats	1.134688218474
Robust Aitchison	CL3	TS29	Soil	Human-associated	Between habitats	3.159519321046
Robust Aitchison	CC1	TS29	Soil	Human-associated	Between habitats	3.566416431978
Robust Aitchison	SV1	TS29	Soil	Human-associated	Between habitats	2.654397170051
Robust Aitchison	M31Fcsw	TS29	Human-associated	Human-associated	Within habitat	0.390316493215
Robust Aitchison	M11Fcsw	TS29	Human-associated	Human-associated	Within habitat	0.242560986419
Robust Aitchison	M31Plmr	TS29	Human-associated	Human-associated	Within habitat	1.53746282598
Robust Aitchison	M11Plmr	TS29	Human-associated	Human-associated	Within habitat	1.56891974747
Robust Aitchison	F21Plmr	TS29	Human-associated	Human-associated	Within habitat	1.624931445051
Robust Aitchison	M31Tong	TS29	Human-associated	Human-associated	Within habitat	1.526265107627
Robust Aitchison	M11Tong	TS29	Human-associated	Human-associated	Within habitat	1.492792627475
Robust Aitchison	LMEpi24M	TS29	Freshwater	Human-associated	Between habitats	1.64311255777
Robust Aitchison	SLEpi20M	TS29	Freshwater	Human-associated	Between habitats	1.93197386665
Robust Aitchison	AQC1cm	TS29	Freshwater	Human-associated	Between habitats	3.0694961078569998
Robust Aitchison	AQC4cm	TS29	Freshwater	Human-associated	Between habitats	3.582752532718
Robust Aitchison	AQC7cm	TS29	Freshwater	Human-associated	Between habitats	3.513575714417
Robust Aitchison	NP2	TS29	Marine/estuarine	Human-associated	Between habitats	2.792131810345
Robust Aitchison	NP3	TS29	Marine/estuarine	Human-associated	Between habitats	2.932717658163
Robust Aitchison	NP5	TS29	Marine/estuarine	Human-associated	Between habitats	3.096760775139
Robust Aitchison	TRRsed1	TS29	Marine/estuarine	Human-associated	Between habitats	1.454735588051
Robust Aitchison	TRRsed2	TS29	Marine/estuarine	Human-associated	Between habitats	1.748099697941
Robust Aitchison	TRRsed3	TS29	Marine/estuarine	Human-associated	Between habitats	1.036178317986
Robust Aitchison	TS28	TS29	Human-associated	Human-associated	Within habitat	0.12847246552
Robust Aitchison	CL3	Even1	Soil	Mock	Between habitats	3.056184622538
Robust Aitchison	CC1	Even1	Soil	Mock	Between habitats	3.427590642062
Robust Aitchison	SV1	Even1	Soil	Mock	Between habitats	2.67087807138
Robust Aitchison	M31Fcsw	Even1	Human-associated	Mock	Between habitats	1.041969793469
Robust Aitchison	M11Fcsw	Even1	Human-associated	Mock	Between habitats	0.906396549861
Robust Aitchison	M31Plmr	Even1	Human-associated	Mock	Between habitats	1.963705498536
Robust Aitchison	M11Plmr	Even1	Human-associated	Mock	Between habitats	1.720992521492
Robust Aitchison	F21Plmr	Even1	Human-associated	Mock	Between habitats	1.925579655476
Robust Aitchison	M31Tong	Even1	Human-associated	Mock	Between habitats	1.833494298205
Robust Aitchison	M11Tong	Even1	Human-associated	Mock	Between habitats	1.667598519584
Robust Aitchison	LMEpi24M	Even1	Freshwater	Mock	Between habitats	1.669542884444
Robust Aitchison	SLEpi20M	Even1	Freshwater	Mock	Between habitats	1.937186438335
Robust Aitchison	AQC1cm	Even1	Freshwater	Mock	Between habitats	2.654492786135
Robust Aitchison	AQC4cm	Even1	Freshwater	Mock	Between habitats	3.215888959263
Robust Aitchison	AQC7cm	Even1	Freshwater	Mock	Between habitats	3.126912573272
Robust Aitchison	NP2	Even1	Marine/estuarine	Mock	Between habitats	3.081266300605
Robust Aitchison	NP3	Even1	Marine/estuarine	Mock	Between habitats	3.294571989293
Robust Aitchison	NP5	Even1	Marine/estuarine	Mock	Between habitats	3.432021056566
Robust Aitchison	TRRsed1	Even1	Marine/estuarine	Mock	Between habitats	1.801198939777
Robust Aitchison	TRRsed2	Even1	Marine/estuarine	Mock	Between habitats	2.146653337893
Robust Aitchison	TRRsed3	Even1	Marine/estuarine	Mock	Between habitats	1.469601715243
Robust Aitchison	TS28	Even1	Human-associated	Mock	Between habitats	0.732091500732
Robust Aitchison	TS29	Even1	Human-associated	Mock	Between habitats	0.688119758506
Robust Aitchison	CL3	Even2	Soil	Mock	Between habitats	2.94024668499
Robust Aitchison	CC1	Even2	Soil	Mock	Between habitats	3.320938265644
Robust Aitchison	SV1	Even2	Soil	Mock	Between habitats	2.55562197691
Robust Aitchison	M31Fcsw	Even2	Human-associated	Mock	Between habitats	0.972942270405
Robust Aitchison	M11Fcsw	Even2	Human-associated	Mock	Between habitats	0.831168341075
Robust Aitchison	M31Plmr	Even2	Human-associated	Mock	Between habitats	1.878602029655
Robust Aitchison	M11Plmr	Even2	Human-associated	Mock	Between habitats	1.621747666568
Robust Aitchison	F21Plmr	Even2	Human-associated	Mock	Between habitats	1.835031944641
Robust Aitchison	M31Tong	Even2	Human-associated	Mock	Between habitats	1.83488050203
Robust Aitchison	M11Tong	Even2	Human-associated	Mock	Between habitats	1.656208068866
Robust Aitchison	LMEpi24M	Even2	Freshwater	Mock	Between habitats	1.675563255823
Robust Aitchison	SLEpi20M	Even2	Freshwater	Mock	Between habitats	1.9303526682080001
Robust Aitchison	AQC1cm	Even2	Freshwater	Mock	Between habitats	2.729475689535
Robust Aitchison	AQC4cm	Even2	Freshwater	Mock	Between habitats	3.277342769238
Robust Aitchison	AQC7cm	Even2	Freshwater	Mock	Between habitats	3.184117209632
Robust Aitchison	NP2	Even2	Marine/estuarine	Mock	Between habitats	3.086987847355
Robust Aitchison	NP3	Even2	Marine/estuarine	Mock	Between habitats	3.294794763772
Robust Aitchison	NP5	Even2	Marine/estuarine	Mock	Between habitats	3.445475939518
Robust Aitchison	TRRsed1	Even2	Marine/estuarine	Mock	Between habitats	1.771995915561
Robust Aitchison	TRRsed2	Even2	Marine/estuarine	Mock	Between habitats	2.097669709738
Robust Aitchison	TRRsed3	Even2	Marine/estuarine	Mock	Between habitats	1.425134517447
Robust Aitchison	TS28	Even2	Human-associated	Mock	Between habitats	0.67164352076
Robust Aitchison	TS29	Even2	Human-associated	Mock	Between habitats	0.633632805653
Robust Aitchison	Even1	Even2	Mock	Mock	Within habitat	0.15835936634
Robust Aitchison	CL3	Even3	Soil	Mock	Between habitats	3.019787969201
Robust Aitchison	CC1	Even3	Soil	Mock	Between habitats	3.406733321309
Robust Aitchison	SV1	Even3	Soil	Mock	Between habitats	2.61242626616
Robust Aitchison	M31Fcsw	Even3	Human-associated	Mock	Between habitats	0.85347424136
Robust Aitchison	M11Fcsw	Even3	Human-associated	Mock	Between habitats	0.723466943563
Robust Aitchison	M31Plmr	Even3	Human-associated	Mock	Between habitats	1.839262809109
Robust Aitchison	M11Plmr	Even3	Human-associated	Mock	Between habitats	1.640986079064
Robust Aitchison	F21Plmr	Even3	Human-associated	Mock	Between habitats	1.82349804682
Robust Aitchison	M31Tong	Even3	Human-associated	Mock	Between habitats	1.785372499074
Robust Aitchison	M11Tong	Even3	Human-associated	Mock	Between habitats	1.639297844632
Robust Aitchison	LMEpi24M	Even3	Freshwater	Mock	Between habitats	1.682972919066
Robust Aitchison	SLEpi20M	Even3	Freshwater	Mock	Between habitats	1.951119003923
Robust Aitchison	AQC1cm	Even3	Freshwater	Mock	Between habitats	2.804088446297
Robust Aitchison	AQC4cm	Even3	Freshwater	Mock	Between habitats	3.350781536797
Robust Aitchison	AQC7cm	Even3	Freshwater	Mock	Between habitats	3.263230780035
Robust Aitchison	NP2	Even3	Marine/estuarine	Mock	Between habitats	3.047249506543
Robust Aitchison	NP3	Even3	Marine/estuarine	Mock	Between habitats	3.241716061867
Robust Aitchison	NP5	Even3	Marine/estuarine	Mock	Between habitats	3.3921486662500002
Robust Aitchison	TRRsed1	Even3	Marine/estuarine	Mock	Between habitats	1.727754064354
Robust Aitchison	TRRsed2	Even3	Marine/estuarine	Mock	Between habitats	2.053302027267
Robust Aitchison	TRRsed3	Even3	Marine/estuarine	Mock	Between habitats	1.364620416517
Robust Aitchison	TS28	Even3	Human-associated	Mock	Between habitats	0.548091381856
Robust Aitchison	TS29	Even3	Human-associated	Mock	Between habitats	0.513794717356
Robust Aitchison	Even1	Even3	Mock	Mock	Within habitat	0.203653150117
Robust Aitchison	Even2	Even3	Mock	Mock	Within habitat	0.132171573286
