FeatureID	Phylum	Class	Order	Family	Genus	LineageKey	CompleteDepth	EqualSampleMean
OTU_7224	Proteobacteria	Gammaproteobacteria	Xanthomonadales	JTB255 marine benthic group	Unknown genus	Proteobacteria > Gammaproteobacteria > Xanthomonadales > JTB255 marine benthic group > Unknown genus	4	9.36632695350251e-5
OTU_4526	Cyanobacteria	Cyanobacteria	SubsectionIII	FamilyI	Unknown genus	Cyanobacteria > Cyanobacteria > SubsectionIII > FamilyI > Unknown genus	4	6.0912526415772784e-5
OTU_3712	SHA-109	Unknown class	Unknown order	Unknown family	Unknown genus	SHA-109 > Unknown class > Unknown order > Unknown family > Unknown genus	1	1.1349434540455238e-4
OTU_8861	Proteobacteria	Alphaproteobacteria	Rhodobacterales	Rhodobacteraceae	Unknown genus	Proteobacteria > Alphaproteobacteria > Rhodobacterales > Rhodobacteraceae > Unknown genus	4	2.772113552573254e-5
OTU_1858	Planctomycetes	Planctomycetacia	Planctomycetales	Planctomycetaceae	Rubripirellula	Planctomycetes > Planctomycetacia > Planctomycetales > Planctomycetaceae > Rubripirellula	5	2.63434075449761e-4
OTU_1116	Chloroflexi	JG30-KF-CM66	Unknown order	Unknown family	Unknown genus	Chloroflexi > JG30-KF-CM66 > Unknown order > Unknown family > Unknown genus	2	1.1750862580103522e-4
OTU_6969	Latescibacteria	Unknown class	Unknown order	Unknown family	Unknown genus	Latescibacteria > Unknown class > Unknown order > Unknown family > Unknown genus	1	3.044372096193889e-5
OTU_13681	Cyanobacteria	Cyanobacteria	SubsectionIII	FamilyI	Oscillatoria	Cyanobacteria > Cyanobacteria > SubsectionIII > FamilyI > Oscillatoria	5	4.352872020743612e-6
OTU_1487	Chloroflexi	Anaerolineae	Anaerolineales	Anaerolineaceae	Unknown genus	Chloroflexi > Anaerolineae > Anaerolineales > Anaerolineaceae > Unknown genus	4	8.166719722994768e-5
OTU_7814	Armatimonadetes	Unknown class	Unknown order	Unknown family	Unknown genus	Armatimonadetes > Unknown class > Unknown order > Unknown family > Unknown genus	1	3.3865729352048855e-6
OTU_2939	Chloroflexi	JG30-KF-CM66	Unknown order	Unknown family	Unknown genus	Chloroflexi > JG30-KF-CM66 > Unknown order > Unknown family > Unknown genus	2	2.640045077118851e-5
OTU_6131	Proteobacteria	Gammaproteobacteria	Legionellales	Coxiellaceae	Aquicella	Proteobacteria > Gammaproteobacteria > Legionellales > Coxiellaceae > Aquicella	5	4.481993520068523e-5
OTU_13017	Spirochaetae	Spirochaetes	Spirochaetales	Leptospiraceae	Unknown genus	Spirochaetae > Spirochaetes > Spirochaetales > Leptospiraceae > Unknown genus	4	3.5527790622480906e-6
OTU_11472	Planctomycetes	Planctomycetacia	Planctomycetales	Planctomycetaceae	Planctomyces	Planctomycetes > Planctomycetacia > Planctomycetales > Planctomycetaceae > Planctomyces	5	2.2824325635160428e-5
OTU_10553	Actinobacteria	Thermoleophilia	Solirubrobacterales	Unknown family	Unknown genus	Actinobacteria > Thermoleophilia > Solirubrobacterales > Unknown family > Unknown genus	3	9.370064470081126e-6
OTU_12761	Chloroflexi	JG30-KF-CM66	Unknown order	Unknown family	Unknown genus	Chloroflexi > JG30-KF-CM66 > Unknown order > Unknown family > Unknown genus	2	4.522971273935951e-6
OTU_4	Proteobacteria	Epsilonproteobacteria	Campylobacterales	Helicobacteraceae	Sulfurovum	Proteobacteria > Epsilonproteobacteria > Campylobacterales > Helicobacteraceae > Sulfurovum	5	4.692083626224316e-4
OTU_11120	Gemmatimonadetes	Gemmatimonadetes	S0134 terrestrial group	Unknown family	Unknown genus	Gemmatimonadetes > Gemmatimonadetes > S0134 terrestrial group > Unknown family > Unknown genus	3	2.212104706233158e-5
OTU_3183	Chloroflexi	Anaerolineae	Anaerolineales	Anaerolineaceae	Anaerolinea	Chloroflexi > Anaerolineae > Anaerolineales > Anaerolineaceae > Anaerolinea	5	9.661035941260413e-5
OTU_13378	Chloroflexi	Anaerolineae	Anaerolineales	Anaerolineaceae	Unknown genus	Chloroflexi > Anaerolineae > Anaerolineales > Anaerolineaceae > Unknown genus	4	8.027699694453538e-6
OTU_3863	Proteobacteria	Gammaproteobacteria	Chromatiales	Ectothiorhodospiraceae	Acidiferrobacter	Proteobacteria > Gammaproteobacteria > Chromatiales > Ectothiorhodospiraceae > Acidiferrobacter	5	9.651594093338937e-5
OTU_943	Bacteroidetes	Sphingobacteriia	Sphingobacteriales	WCHB1-69	Unknown genus	Bacteroidetes > Sphingobacteriia > Sphingobacteriales > WCHB1-69 > Unknown genus	4	3.172888196512437e-4
OTU_1613	Verrucomicrobia	OPB35 soil group	Unknown order	Unknown family	Unknown genus	Verrucomicrobia > OPB35 soil group > Unknown order > Unknown family > Unknown genus	2	4.103764980567451e-5
OTU_9728	Planctomycetes	Phycisphaerae	WD2101 soil group	Unknown family	Unknown genus	Planctomycetes > Phycisphaerae > WD2101 soil group > Unknown family > Unknown genus	3	4.688791419547905e-5
OTU_7836	Bacteroidetes	Bacteroidia	Bacteroidales	Porphyromonadaceae	Unknown genus	Bacteroidetes > Bacteroidia > Bacteroidales > Porphyromonadaceae > Unknown genus	4	1.3688610937692183e-5
OTU_3471	Verrucomicrobia	OPB35 soil group	Unknown order	Unknown family	Unknown genus	Verrucomicrobia > OPB35 soil group > Unknown order > Unknown family > Unknown genus	2	5.7461592581410134e-5
OTU_2642	Verrucomicrobia	Spartobacteria	Chthoniobacterales	Chthoniobacteraceae	Chthoniobacter	Verrucomicrobia > Spartobacteria > Chthoniobacterales > Chthoniobacteraceae > Chthoniobacter	5	3.944010885366802e-5
OTU_13566	Bacteroidetes	Sphingobacteriia	Sphingobacteriales	Chitinophagaceae	Unknown genus	Bacteroidetes > Sphingobacteriia > Sphingobacteriales > Chitinophagaceae > Unknown genus	4	2.8363214501825364e-6
OTU_2358	Chloroflexi	Anaerolineae	Anaerolineales	Anaerolineaceae	Unknown genus	Chloroflexi > Anaerolineae > Anaerolineales > Anaerolineaceae > Unknown genus	4	1.6263832124457453e-4
OTU_976	Chloroflexi	Anaerolineae	Anaerolineales	Anaerolineaceae	Unknown genus	Chloroflexi > Anaerolineae > Anaerolineales > Anaerolineaceae > Unknown genus	4	4.140733656788668e-6
OTU_10576	Latescibacteria	Latescibacteria Incertae Sedis	Unknown order	Unknown family	Candidatus Latescibacter	Latescibacteria > Latescibacteria Incertae Sedis > Unknown order > Unknown family > Candidatus Latescibacter	2	4.24625837007657e-6
OTU_7857	Proteobacteria	Deltaproteobacteria	Myxococcales	Cystobacteraceae	Anaeromyxobacter	Proteobacteria > Deltaproteobacteria > Myxococcales > Cystobacteraceae > Anaeromyxobacter	5	1.5308496162835535e-5
OTU_6282	Planctomycetes	OM190	Unknown order	Unknown family	Unknown genus	Planctomycetes > OM190 > Unknown order > Unknown family > Unknown genus	2	1.3439153290529587e-5
OTU_9089	Chloroflexi	TK10	Unknown order	Unknown family	Unknown genus	Chloroflexi > TK10 > Unknown order > Unknown family > Unknown genus	2	6.112304935523847e-5
OTU_12372	Proteobacteria	Gammaproteobacteria	Unknown order	Unknown family	Unknown genus	Proteobacteria > Gammaproteobacteria > Unknown order > Unknown family > Unknown genus	2	1.2298717667377003e-5
OTU_4313	Proteobacteria	Alphaproteobacteria	Caulobacterales	Caulobacteraceae	Caulobacter	Proteobacteria > Alphaproteobacteria > Caulobacterales > Caulobacteraceae > Caulobacter	5	3.3069169047741e-5
OTU_9722	Planctomycetes	Phycisphaerae	KCLunmb-38-53	Unknown family	Unknown genus	Planctomycetes > Phycisphaerae > KCLunmb-38-53 > Unknown family > Unknown genus	3	7.151241000543869e-6
OTU_13077	Verrucomicrobia	OPB35 soil group	Unknown order	Unknown family	Unknown genus	Verrucomicrobia > OPB35 soil group > Unknown order > Unknown family > Unknown genus	2	1.1979325021023228e-5
OTU_675	Chloroflexi	Anaerolineae	Anaerolineales	Anaerolineaceae	Unknown genus	Chloroflexi > Anaerolineae > Anaerolineales > Anaerolineaceae > Unknown genus	4	1.4278647148038055e-5
OTU_3334	Chloroflexi	Gitt-GS-136	Unknown order	Unknown family	Unknown genus	Chloroflexi > Gitt-GS-136 > Unknown order > Unknown family > Unknown genus	2	1.510616124155955e-5
OTU_1887	Actinobacteria	Acidimicrobiia	Acidimicrobiales	OM1 clade	Unknown genus	Actinobacteria > Acidimicrobiia > Acidimicrobiales > OM1 clade > Unknown genus	4	5.0439792776364706e-5
OTU_1570	Acidobacteria	Acidobacteria	Subgroup 25	Unknown family	Unknown genus	Acidobacteria > Acidobacteria > Subgroup 25 > Unknown family > Unknown genus	3	6.200523728113333e-6
OTU_7216	Proteobacteria	Deltaproteobacteria	GR-WP33-30	Unknown family	Unknown genus	Proteobacteria > Deltaproteobacteria > GR-WP33-30 > Unknown family > Unknown genus	3	1.834276872264847e-5
OTU_9932	Elusimicrobia	Elusimicrobia	Lineage IIb	Unknown family	Unknown genus	Elusimicrobia > Elusimicrobia > Lineage IIb > Unknown family > Unknown genus	3	5.0443940835809055e-6
OTU_573	Gemmatimonadetes	Gemmatimonadetes	Gemmatimonadales	Gemmatimonadaceae	Gemmatimonas	Gemmatimonadetes > Gemmatimonadetes > Gemmatimonadales > Gemmatimonadaceae > Gemmatimonas	5	1.9975490197934993e-5
OTU_1954	Proteobacteria	Gammaproteobacteria	Alteromonadales	Idiomarinaceae	Aliidiomarina	Proteobacteria > Gammaproteobacteria > Alteromonadales > Idiomarinaceae > Aliidiomarina	5	2.072915086202557e-4
OTU_12462	Chloroflexi	Thermomicrobia	JG30-KF-CM45	Unknown family	Unknown genus	Chloroflexi > Thermomicrobia > JG30-KF-CM45 > Unknown family > Unknown genus	3	1.608042870416231e-5
OTU_9974	Chloroflexi	Anaerolineae	Anaerolineales	Anaerolineaceae	Unknown genus	Chloroflexi > Anaerolineae > Anaerolineales > Anaerolineaceae > Unknown genus	4	5.102478960592678e-6
OTU_5470	Verrucomicrobia	OPB35 soil group	Unknown order	Unknown family	Unknown genus	Verrucomicrobia > OPB35 soil group > Unknown order > Unknown family > Unknown genus	2	3.8595807978034285e-6
OTU_11714	Verrucomicrobia	OPB35 soil group	Unknown order	Unknown family	Unknown genus	Verrucomicrobia > OPB35 soil group > Unknown order > Unknown family > Unknown genus	2	3.949037271926374e-6
OTU_10348	Chloroflexi	Unknown class	Unknown order	Unknown family	Unknown genus	Chloroflexi > Unknown class > Unknown order > Unknown family > Unknown genus	1	1.2756298290728114e-5
OTU_1015	Cyanobacteria	Cyanobacteria	Unknown order	Unknown family	Unknown genus	Cyanobacteria > Cyanobacteria > Unknown order > Unknown family > Unknown genus	2	4.359716500787008e-6
OTU_9838	Proteobacteria	Betaproteobacteria	SC-I-84	Unknown family	Unknown genus	Proteobacteria > Betaproteobacteria > SC-I-84 > Unknown family > Unknown genus	3	2.948550363151012e-6
OTU_8847	Proteobacteria	Alphaproteobacteria	Rhodospirillales	Acetobacteraceae	Roseomonas	Proteobacteria > Alphaproteobacteria > Rhodospirillales > Acetobacteraceae > Roseomonas	5	2.4856184861112248e-5
OTU_2913	Chloroflexi	Anaerolineae	Anaerolineales	Anaerolineaceae	Unknown genus	Chloroflexi > Anaerolineae > Anaerolineales > Anaerolineaceae > Unknown genus	4	7.438878905955838e-5
OTU_7918	Chloroflexi	Anaerolineae	Anaerolineales	Anaerolineaceae	Unknown genus	Chloroflexi > Anaerolineae > Anaerolineales > Anaerolineaceae > Unknown genus	4	4.316960916117518e-5
OTU_7902	Armatimonadetes	Unknown class	Unknown order	Unknown family	Unknown genus	Armatimonadetes > Unknown class > Unknown order > Unknown family > Unknown genus	1	3.3433242842304987e-6
OTU_8289	Latescibacteria	Unknown class	Unknown order	Unknown family	Unknown genus	Latescibacteria > Unknown class > Unknown order > Unknown family > Unknown genus	1	2.6186198077285076e-5
OTU_5893	Proteobacteria	Alphaproteobacteria	Rhizobiales	KF-JG30-B3	Unknown genus	Proteobacteria > Alphaproteobacteria > Rhizobiales > KF-JG30-B3 > Unknown genus	4	3.880576030511612e-5
OTU_9970	Gemmatimonadetes	Gemmatimonadetes	AT425-EubC11 terrestrial group	Unknown family	Unknown genus	Gemmatimonadetes > Gemmatimonadetes > AT425-EubC11 terrestrial group > Unknown family > Unknown genus	3	2.7902867473089934e-5
OTU_11278	Chloroflexi	Thermomicrobia	Sphaerobacterales	Sphaerobacteraceae	Nitrolancea	Chloroflexi > Thermomicrobia > Sphaerobacterales > Sphaerobacteraceae > Nitrolancea	5	3.132075412653292e-5
OTU_10482	Proteobacteria	Betaproteobacteria	SC-I-84	Unknown family	Unknown genus	Proteobacteria > Betaproteobacteria > SC-I-84 > Unknown family > Unknown genus	3	1.3238078317358401e-5
OTU_10708	Chloroflexi	JG37-AG-4	Unknown order	Unknown family	Unknown genus	Chloroflexi > JG37-AG-4 > Unknown order > Unknown family > Unknown genus	2	2.3683448247165988e-5
OTU_13391	Chloroflexi	Unknown class	Unknown order	Unknown family	Unknown genus	Chloroflexi > Unknown class > Unknown order > Unknown family > Unknown genus	1	9.040038329762518e-7
OTU_1578	Bacteroidetes	WCHB1-32	Unknown order	Unknown family	Unknown genus	Bacteroidetes > WCHB1-32 > Unknown order > Unknown family > Unknown genus	2	1.1113482421413832e-5
OTU_14161	Deinococcus-Thermus	Deinococci	Thermales	Thermaceae	Meiothermus	Deinococcus-Thermus > Deinococci > Thermales > Thermaceae > Meiothermus	5	1.956485466006174e-6
OTU_7348	Gemmatimonadetes	Gemmatimonadetes	BD2-11 terrestrial group	Unknown family	Unknown genus	Gemmatimonadetes > Gemmatimonadetes > BD2-11 terrestrial group > Unknown family > Unknown genus	3	9.698522638774e-5
OTU_3898	Acidobacteria	Acidobacteria	Subgroup 6	Unknown family	Unknown genus	Acidobacteria > Acidobacteria > Subgroup 6 > Unknown family > Unknown genus	3	2.9716444398542116e-5
OTU_4346	Chloroflexi	Caldilineae	Caldilineales	Caldilineaceae	Unknown genus	Chloroflexi > Caldilineae > Caldilineales > Caldilineaceae > Unknown genus	4	8.287895942008998e-5
OTU_8679	Latescibacteria	Unknown class	Unknown order	Unknown family	Unknown genus	Latescibacteria > Unknown class > Unknown order > Unknown family > Unknown genus	1	2.3702976613725282e-5
OTU_1835	Chloroflexi	Anaerolineae	Anaerolineales	Anaerolineaceae	Anaerolinea	Chloroflexi > Anaerolineae > Anaerolineales > Anaerolineaceae > Anaerolinea	5	2.860274064207206e-5
OTU_11875	Firmicutes	Clostridia	Clostridiales	Clostridiaceae 1	Clostridium sensu stricto 10	Firmicutes > Clostridia > Clostridiales > Clostridiaceae 1 > Clostridium sensu stricto 10	5	1.076786488219881e-5
OTU_3646	Actinobacteria	OPB41	Unknown order	Unknown family	Unknown genus	Actinobacteria > OPB41 > Unknown order > Unknown family > Unknown genus	2	3.861878002844807e-5
OTU_10065	Proteobacteria	Deltaproteobacteria	Myxococcales	BIrii41	Unknown genus	Proteobacteria > Deltaproteobacteria > Myxococcales > BIrii41 > Unknown genus	4	7.568663301756093e-7
OTU_1723	Planctomycetes	Planctomycetacia	Planctomycetales	Planctomycetaceae	Planctomyces	Planctomycetes > Planctomycetacia > Planctomycetales > Planctomycetaceae > Planctomyces	5	5.57580460389761e-5
OTU_11296	Chloroflexi	SAR202 clade	Unknown order	Unknown family	Unknown genus	Chloroflexi > SAR202 clade > Unknown order > Unknown family > Unknown genus	2	1.036955100722563e-5
OTU_9267	Chloroflexi	Anaerolineae	Anaerolineales	Anaerolineaceae	Unknown genus	Chloroflexi > Anaerolineae > Anaerolineales > Anaerolineaceae > Unknown genus	4	5.450564619804381e-5
OTU_918	Proteobacteria	Gammaproteobacteria	Alteromonadales	Alteromonadaceae	Marinobacter	Proteobacteria > Gammaproteobacteria > Alteromonadales > Alteromonadaceae > Marinobacter	5	3.522502290674205e-4
OTU_11761	Acidobacteria	Acidobacteria	Subgroup 4	Unknown family	Blastocatella	Acidobacteria > Acidobacteria > Subgroup 4 > Unknown family > Blastocatella	3	2.3494432621831194e-5
OTU_14134	Chloroflexi	Unknown class	Unknown order	Unknown family	Unknown genus	Chloroflexi > Unknown class > Unknown order > Unknown family > Unknown genus	1	5.657067782666134e-6
OTU_9390	Gracilibacteria	Unknown class	Unknown order	Unknown family	Unknown genus	Gracilibacteria > Unknown class > Unknown order > Unknown family > Unknown genus	1	1.0518943678968537e-5
OTU_13164	Planctomycetes	Phycisphaerae	Phycisphaerales	Phycisphaeraceae	Urania-1B-19 marine sediment group	Planctomycetes > Phycisphaerae > Phycisphaerales > Phycisphaeraceae > Urania-1B-19 marine sediment group	5	1.820710032032531e-5
OTU_9079	Proteobacteria	Alphaproteobacteria	Rickettsiales	Rickettsiales Incertae Sedis	Constrictibacter	Proteobacteria > Alphaproteobacteria > Rickettsiales > Rickettsiales Incertae Sedis > Constrictibacter	5	3.918334944106708e-5
OTU_9490	Actinobacteria	Acidimicrobiia	Acidimicrobiales	Acidimicrobiaceae	Illumatobacter	Actinobacteria > Acidimicrobiia > Acidimicrobiales > Acidimicrobiaceae > Illumatobacter	5	1.1772845118873243e-4
OTU_13508	Lentisphaerae	WCHB1-41	Unknown order	Unknown family	Unknown genus	Lentisphaerae > WCHB1-41 > Unknown order > Unknown family > Unknown genus	2	6.100809894798977e-6
OTU_2418	Actinobacteria	Actinobacteria	Frankiales	Acidothermaceae	Acidothermus	Actinobacteria > Actinobacteria > Frankiales > Acidothermaceae > Acidothermus	5	8.098168132802592e-5
OTU_13575	Proteobacteria	Gammaproteobacteria	Xanthomonadales	Unknown family	Unknown genus	Proteobacteria > Gammaproteobacteria > Xanthomonadales > Unknown family > Unknown genus	3	9.36246315915544e-6
OTU_9820	Proteobacteria	Betaproteobacteria	Burkholderiales	Oxalobacteraceae	Massilia	Proteobacteria > Betaproteobacteria > Burkholderiales > Oxalobacteraceae > Massilia	5	4.2993224319232467e-5
OTU_10224	Unknown phylum	Unknown class	Unknown order	Unknown family	Unknown genus	Unknown phylum > Unknown class > Unknown order > Unknown family > Unknown genus	0	8.367954718953677e-6
OTU_7258	Planctomycetes	Phycisphaerae	MSB-3A7 sediment group	Unknown family	Unknown genus	Planctomycetes > Phycisphaerae > MSB-3A7 sediment group > Unknown family > Unknown genus	3	4.357682248134403e-5
OTU_5769	Actinobacteria	Acidimicrobiia	Acidimicrobiales	Unknown family	Unknown genus	Actinobacteria > Acidimicrobiia > Acidimicrobiales > Unknown family > Unknown genus	3	8.974897794803652e-6
OTU_14018	Bacteroidetes	Sphingobacteriia	Sphingobacteriales	Chitinophagaceae	Unknown genus	Bacteroidetes > Sphingobacteriia > Sphingobacteriales > Chitinophagaceae > Unknown genus	4	2.57424460530735e-6
OTU_2655	Actinobacteria	Thermoleophilia	Solirubrobacterales	Patulibacteraceae	Patulibacter	Actinobacteria > Thermoleophilia > Solirubrobacterales > Patulibacteraceae > Patulibacter	5	1.909098398392618e-5
OTU_6973	Bacteroidetes	Sphingobacteriia	Sphingobacteriales	PHOS-HE51	Unknown genus	Bacteroidetes > Sphingobacteriia > Sphingobacteriales > PHOS-HE51 > Unknown genus	4	7.8929394322926e-6
OTU_2486	Planctomycetes	Planctomycetacia	Planctomycetales	Planctomycetaceae	Planctomyces	Planctomycetes > Planctomycetacia > Planctomycetales > Planctomycetaceae > Planctomyces	5	1.0306110046529768e-5
OTU_5838	Armatimonadetes	Unknown class	Unknown order	Unknown family	Unknown genus	Armatimonadetes > Unknown class > Unknown order > Unknown family > Unknown genus	1	9.586225209204839e-6
OTU_3084	Proteobacteria	Deltaproteobacteria	Sh765B-TzT-29	Unknown family	Unknown genus	Proteobacteria > Deltaproteobacteria > Sh765B-TzT-29 > Unknown family > Unknown genus	3	3.888764215567899e-5
OTU_2095	Verrucomicrobia	OPB35 soil group	Unknown order	Unknown family	Unknown genus	Verrucomicrobia > OPB35 soil group > Unknown order > Unknown family > Unknown genus	2	3.160959133459366e-5
OTU_8200	Bacteroidetes	Sphingobacteriia	Sphingobacteriales	Chitinophagaceae	Unknown genus	Bacteroidetes > Sphingobacteriia > Sphingobacteriales > Chitinophagaceae > Unknown genus	4	6.47123535883e-7
OTU_10048	Proteobacteria	Alphaproteobacteria	Sphingomonadales	Sphingomonadaceae	Novosphingobium	Proteobacteria > Alphaproteobacteria > Sphingomonadales > Sphingomonadaceae > Novosphingobium	5	6.588535624612199e-6
OTU_11671	Chlorobi	Ignavibacteria	Ignavibacteriales	BSV26	Unknown genus	Chlorobi > Ignavibacteria > Ignavibacteriales > BSV26 > Unknown genus	4	3.5495062807967375e-5
OTU_13014	Bacteroidetes	Sphingobacteriia	Sphingobacteriales	Chitinophagaceae	Unknown genus	Bacteroidetes > Sphingobacteriia > Sphingobacteriales > Chitinophagaceae > Unknown genus	4	3.8353063495922526e-5
OTU_2038	Bacteroidetes	Sphingobacteriia	Sphingobacteriales	WCHB1-69	Unknown genus	Bacteroidetes > Sphingobacteriia > Sphingobacteriales > WCHB1-69 > Unknown genus	4	4.2625961780123777e-5
OTU_8190	Proteobacteria	Gammaproteobacteria	Methylococcales	Crenotrichaceae	Crenothrix	Proteobacteria > Gammaproteobacteria > Methylococcales > Crenotrichaceae > Crenothrix	5	1.170059102209438e-6
