LineageRank	LineageKey	Phylum	Class	Order	Family	Genus	FeatureCount	EqualSampleMean	PooledReadFraction
725	Euryarchaeota > Methanomicrobia > Methanomicrobiales > Methanoregulaceae > Methanoregula	Euryarchaeota	Methanomicrobia	Methanomicrobiales	Methanoregulaceae	Methanoregula	1	2.4400806774900156e-6	2.4696388770552028e-6
726	Actinobacteria > Actinobacteria > Micrococcales > Microbacteriaceae > Alpinimonas	Actinobacteria	Actinobacteria	Micrococcales	Microbacteriaceae	Alpinimonas	1	2.4081506537617093e-6	3.704458315582804e-6
727	Firmicutes > Bacilli > Lactobacillales > Streptococcaceae > Streptococcus	Firmicutes	Bacilli	Lactobacillales	Streptococcaceae	Streptococcus	1	2.385710342229762e-6	2.4696388770552028e-6
728	Proteobacteria > Betaproteobacteria > Burkholderiales > Oxalobacteraceae > Paucimonas	Proteobacteria	Betaproteobacteria	Burkholderiales	Oxalobacteraceae	Paucimonas	1	2.0980715245145813e-6	1.852229157791402e-6
729	Firmicutes > Clostridia > Clostridiales > Family XI > Sedimentibacter	Firmicutes	Clostridia	Clostridiales	Family XI	Sedimentibacter	1	2.0848441575922953e-6	1.852229157791402e-6
730	Actinobacteria > Actinobacteria > Corynebacteriales > Dietziaceae > Dietzia	Actinobacteria	Actinobacteria	Corynebacteriales	Dietziaceae	Dietzia	1	1.9919779933513605e-6	2.4696388770552028e-6
731	Deinococcus-Thermus > Deinococci > Thermales > Thermaceae > Meiothermus	Deinococcus-Thermus	Deinococci	Thermales	Thermaceae	Meiothermus	1	1.956485466006174e-6	1.2348194385276014e-6
732	Cyanobacteria > Cyanobacteria > SubsectionIV > FamilyI > Scytonema	Cyanobacteria	Cyanobacteria	SubsectionIV	FamilyI	Scytonema	1	1.881386056359841e-6	2.4696388770552028e-6
733	Proteobacteria > Alphaproteobacteria > Rhizobiales > Hyphomicrobiaceae > Ancalomicrobium	Proteobacteria	Alphaproteobacteria	Rhizobiales	Hyphomicrobiaceae	Ancalomicrobium	1	1.833464394028175e-6	1.852229157791402e-6
734	Firmicutes > Bacilli > Lactobacillales > Enterococcaceae > Tetragenococcus	Firmicutes	Bacilli	Lactobacillales	Enterococcaceae	Tetragenococcus	1	1.7407700438326128e-6	2.4696388770552028e-6
735	Lentisphaerae > Lentisphaeria > Victivallales > Victivallaceae > Victivallis	Lentisphaerae	Lentisphaeria	Victivallales	Victivallaceae	Victivallis	1	1.740053419639983e-6	2.4696388770552028e-6
736	Firmicutes > Clostridia > Clostridiales > Family XIII > [Eubacterium] nodatum group	Firmicutes	Clostridia	Clostridiales	Family XIII	[Eubacterium] nodatum group	1	1.634948662611994e-6	1.2348194385276014e-6
737	Actinobacteria > Actinobacteria > Corynebacteriales > Nocardiaceae > Gordonia	Actinobacteria	Actinobacteria	Corynebacteriales	Nocardiaceae	Gordonia	1	1.4963087219549326e-6	1.2348194385276014e-6
738	Cyanobacteria > Cyanobacteria > SubsectionI > FamilyI > Cyanothece	Cyanobacteria	Cyanobacteria	SubsectionI	FamilyI	Cyanothece	1	1.491350010075555e-6	1.2348194385276014e-6
739	Euryarchaeota > Halobacteria > Halobacteriales > Halobacteriaceae > Natronococcus	Euryarchaeota	Halobacteria	Halobacteriales	Halobacteriaceae	Natronococcus	1	1.2585952575708021e-6	1.852229157791402e-6
740	Firmicutes > Erysipelotrichia > Erysipelotrichales > Erysipelotrichaceae > Dielma	Firmicutes	Erysipelotrichia	Erysipelotrichales	Erysipelotrichaceae	Dielma	1	1.247977033753954e-6	1.2348194385276014e-6
741	Proteobacteria > Gammaproteobacteria > Xanthomonadales > Xanthomonadaceae > Aquimonas	Proteobacteria	Gammaproteobacteria	Xanthomonadales	Xanthomonadaceae	Aquimonas	1	1.2058234940811899e-6	1.852229157791402e-6
742	Proteobacteria > Gammaproteobacteria > Xanthomonadales > Xanthomonadaceae > Metallibacterium	Proteobacteria	Gammaproteobacteria	Xanthomonadales	Xanthomonadaceae	Metallibacterium	1	1.0891647770542987e-6	1.2348194385276014e-6
743	Actinobacteria > Actinobacteria > Micrococcales > Promicromonosporaceae > Cellulosimicrobium	Actinobacteria	Actinobacteria	Micrococcales	Promicromonosporaceae	Cellulosimicrobium	1	9.040038329762518e-7	6.174097192638007e-7
744	Deinococcus-Thermus > Deinococci > Deinococcales > Deinococcaceae > Deinococcus	Deinococcus-Thermus	Deinococci	Deinococcales	Deinococcaceae	Deinococcus	1	8.524713143402725e-7	6.174097192638007e-7
745	Cyanobacteria > Chloroplast > Monoraphidium neglectum > Monoraphidium neglectum > Monoraphidium neglectum	Cyanobacteria	Chloroplast	Monoraphidium neglectum	Monoraphidium neglectum	Monoraphidium neglectum	1	7.788747566779935e-7	1.2348194385276014e-6
746	Proteobacteria > Gammaproteobacteria > Salinisphaerales > Salinisphaeraceae > Oceanococcus	Proteobacteria	Gammaproteobacteria	Salinisphaerales	Salinisphaeraceae	Oceanococcus	1	7.419773696902245e-7	6.174097192638007e-7
747	Euryarchaeota > Halobacteria > Halobacteriales > Halobacteriaceae > Natronomonas	Euryarchaeota	Halobacteria	Halobacteriales	Halobacteriaceae	Natronomonas	1	7.365180373267341e-7	6.174097192638007e-7
748	Proteobacteria > Gammaproteobacteria > Methylococcales > Methylococcaceae > Methylococcus	Proteobacteria	Gammaproteobacteria	Methylococcales	Methylococcaceae	Methylococcus	1	7.365180373267341e-7	6.174097192638007e-7
749	Euryarchaeota > Halobacteria > Halobacteriales > Halobacteriaceae > Halovenus	Euryarchaeota	Halobacteria	Halobacteriales	Halobacteriaceae	Halovenus	2	7.013453477143679e-7	1.2348194385276014e-6
750	Actinobacteria > Actinobacteria > Micromonosporales > Micromonosporaceae > Stackebrandtia	Actinobacteria	Actinobacteria	Micromonosporales	Micromonosporaceae	Stackebrandtia	1	7.003978259651482e-7	6.174097192638007e-7
751	Firmicutes > Clostridia > Halanaerobiales > Halobacteroidaceae > Orenia	Firmicutes	Clostridia	Halanaerobiales	Halobacteroidaceae	Orenia	1	7.003978259651482e-7	6.174097192638007e-7
752	Bacteroidetes > Cytophagia > Cytophagales > Cytophagaceae > Dyadobacter	Bacteroidetes	Cytophagia	Cytophagales	Cytophagaceae	Dyadobacter	1	5.116083944705365e-7	6.174097192638007e-7
753	Spirochaetae > Spirochaetes > Spirochaetales > Spirochaetaceae > Salinispira	Spirochaetae	Spirochaetes	Spirochaetales	Spirochaetaceae	Salinispira	1	4.3501335490999573e-7	6.174097192638007e-7
754	Proteobacteria > Gammaproteobacteria > Chromatiales > Ectothiorhodospiraceae > Aquisalimonas	Proteobacteria	Gammaproteobacteria	Chromatiales	Ectothiorhodospiraceae	Aquisalimonas	1	4.297803392685998e-7	6.174097192638007e-7
