	S1	S2	S3	S4	S5	S6	S7	S9	S10	S11	S12	S13	S15	S16	S17	S18	S19	S20	S22	S23	S24	S25	S26	S27	S28	S30	S34	S35	S36	S37	S61	S62	S63	S65	S85	S86	S87	S88	S89	S112	S113	S114	S161	S162	S164	S165	S166	S167	S168	S169	S170	S171	S172	S173	S174	S175	S176	S177	S179	S182	S187	S188	S191	S194	S196	S197	S198	S201	S202	S203	S204	S205	S206	S207	S208	S209	S210	S213	S214	S215	S216	S217	S218	S219	S220	S221	S222	S223	S224	S225
Marinobacter	0	3.73636227768644e-05	0	0	0	4.43951165371809e-05	5.75705238917674e-05	7.90670092903736e-05	0	0	8.72828838264816e-05	7.36377025036819e-05	0.000383435582822086	0	7.08842814105972e-05	7.15691536947576e-05	0	0.00017472335468841	4.60447555023483e-05	0	0	5.35131374752502e-05	8.54603463992707e-05	0.000120307988450433	0	0	0.000105324135025541	0	0	0	0.00204109402639815	0.000446428571428571	0.000256262412710616	0.00122100122100122	0.00056732223903177	0.0149807768792258	0.000152788388082506	0.00208130081300813	0.00048344210780759	0.000373034905409006	0.00161504845145354	0.00186104218362283	0.00332293503322935	0.000574657599846758	0.00018737118231216	0.000367863449087699	0.000333889816360601	7.96051584142652e-05	9.6487842531841e-05	0.000501618860869169	0.000452522814691907	0.000726408241431685	0.000590938936309915	0.000528076042950185	0.000406901041666667	0.000819604950413901	0.000136612021857923	0.000628366247755835	0.000868306801736614	0.000460864889776481	0.000192990582059595	0.000132074225714852	0.000345006037605658	0.0178879756889288	0.0536509082160472	0.000535690370965582	0.000117605550982006	0.000219856151261032	0.000142274494925543	0.000236113570627472	0.000335570469798658	0.0256985029221039	0.000468515742128936	0.000304376940402995	8.91027354539784e-05	7.69763682549457e-05	7.73814129846011e-05	0.000323834196891192	0.00018067935437244	0.000270841232869292	0.0002210433244916	0.00028339650713805	0.000282110184177649	0.000419492414178844	0.000283098990280268	0.00025741682218933	0.000169453230908269	0.000303290704139918	0.000401906183613711	5.88754783632617e-05
Marinobacterium	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.67565687376251e-05	0	0	0	0	0	0	0	0	6.8036467546605e-05	0	0	0	0.000315179021684317	0	0.000229182582123759	0	0	0	3.16676166951675e-05	3.26498628705759e-05	6.781500067815e-05	0.000239440666602816	0.000655799138092561	0.000294290759270159	0.000934891485809683	7.96051584142652e-05	0.000192975685063682	0.00013680514387341	0.000603363752922543	0.000858482467146536	0.00111621799080762	0.000264038021475092	0.00146484375	0.000983525940496681	6.83060109289617e-05	0	0	0	0	0	0	0	6.0146758089739e-05	6.69612963706977e-05	0	0	0	0	0	0	9.37031484257871e-05	0	0	0	0	0	0	0	0	3.54245633922562e-05	0	0	0	0	5.64844103027564e-05	5.05484506899864e-05	0	0
Mariprofundus	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00177595628415301	0.000359066427289048	0	0	0	0	0	0	0	0	0	0	0	5.9028392656868e-05	0	8.00576415018814e-05	0	0	0	0	0	0.000194300518134715	0	0	0	0	0	0	0	0	0	0	0	0
Marispirillum	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000143138307389515	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000276262172801989	0.000541320822807651	0	0	0	0	0	0	0.000160115283003763	0	6.0875388080599e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Maritimimonas	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8.13603449678627e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7.35726898175397e-05	6.67779632721202e-05	0	0	0	0	6.60371128574259e-05	0.000131319763624425	0.000176025347650062	0	0	0	8.97666068222621e-05	0	0.000153621629925494	0.000192990582059595	6.60371128574259e-05	0.000258754528204244	0	0	0	5.88027754910032e-05	3.14080216087189e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Marivirga	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6.56598818122127e-05	0	0	0	0	0	0	0	0	0	0	0	0.00144352219415374	6.69612963706977e-05	0	0	0	0	8.38926174496644e-05	0.0012809222640301	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Marmoricola	0.000195756009709498	0.000186818113884322	0.000389317137740403	0.000376506024096386	0.000283446712018141	0.000266370699223085	0.000287852619458837	0.000316268037161494	3.14534645991256e-05	0.000245624808105619	8.72828838264816e-05	0.000220913107511046	0.0015816717791411	0.000698714365567356	0.00049618996987418	0.00203972088030059	0.000643500643500643	0.00087361677344205	0.000322313288516438	0.000667273278738247	0.000162482736209278	0.000214052549901001	0.000541248860528715	0.000902309913378248	0.00100568599388852	0.000650882759742901	0.00226446890304913	0.00274944567627494	7.67224182906245e-05	0.000713903266107442	0.000748401143012655	0.00038265306122449	0.000640656031776539	0.00023257166114309	0.000252143217347453	0.000198859870078218	0.000305576776165011	0.000130081300813008	0.000241721053903795	0.000426325606181721	0.000190005700171005	0.000424448217317487	6.781500067815e-05	4.78881333205632e-05	0	7.35726898175397e-05	0.00013355592654424	0.00015921031682853	0	0.000228008573122349	7.54204691153179e-05	6.60371128574259e-05	0.000131319763624425	0	8.13802083333333e-05	0.00016392099008278	0.000819672131147541	0.000448833034111311	0	0.00023043244488824	0.000115794349235757	0	8.62515094014145e-05	0.000207196629601492	0.000240587032358956	0.000401767778224186	0.000352816652946019	0.000722384497000534	0.000379398653134781	5.9028392656868e-05	0.00151006711409396	0.000160115283003763	0.000937031484257871	0.00115663237353138	0.000445513677269892	0.000615810946039566	0.000657742010369109	0.000582901554404145	0.000240905805829921	0.00135420616434646	0.0013262599469496	7.08491267845124e-05	0.000282110184177649	0.000769069425994547	0.000471831650467113	0.00102966728875732	0.000338906461816539	0.00156700197138958	0.000631566859964403	0.000883132175448925
Martelella	0	0	0	0	0	0	0	0	0	0	0	0	4.79294478527607e-05	0	0	0.000357845768473788	0.000707850707850708	0.00011648223645894	0	0	0	0	0	0	0	0	5.26620675127706e-05	0	0	5.94919388422869e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6.60371128574259e-05	0	0	0.000180440274269217	0	0	0	0	0	0	0	0	0	0	0	0	0.000129533678756477	6.02264514574801e-05	0	0	0	0	0	0	0	0	0	0	0
Massilia	0.00426748101166706	0.00156927215662831	0.000545043992836565	0.00105421686746988	0.00787981859410431	0.00257491675915649	0.00126655152561888	0.00169994069974303	0.000471801968986884	0.000552655818237642	0.000349131535305927	0.00147275405007364	0.000431365030674847	0.000838457238680827	0.000318979266347687	0.00400787260690642	0.00115830115830116	0.00081537565521258	0.00170365595358689	0.00218380345768881	0.00073117231294175	0.0011772890244555	0.00182315405651778	0.00156400384985563	0.000270761613739218	0.000325441379871451	0.00136921375533203	0.00106430155210643	7.67224182906245e-05	0.000416443571896008	0.00054429174037284	0.000255102040816327	0.000256262412710616	0.000407000407000407	0.000441250630358043	0.000265146493437624	0.000458365164247517	0.000195121951219512	0.000290065264684554	0.000532907007727152	0.000316676166951675	0.000457098080188063	0.0009494100094941	0.000622545733167321	0.000936855911560802	0.000588581518540318	0.000467445742904841	0.000796051584142652	0.00144731763797761	0.000410415431620229	7.54204691153179e-05	0.000726408241431685	0.000787918581746553	0.00105615208590037	0.00048828125	0.00057372346528973	0.000546448087431694	0.000359066427289048	0.00115774240231548	0.00145940548429219	0.000385981164119191	0.000660371128574259	0.000862515094014145	0.000483458802403481	0.000781907855166607	0.00234364537297442	0.0036457720804422	0.00254404975030623	0.00142274494925543	0.000767369104539283	0.000671140939597315	0.0021615563205508	0.0102136431784108	0.00517440798685092	0.000445513677269892	0.00100069278731429	0.00282442157393794	0.00187823834196891	0.00246928450975669	0.00265424408211906	0.00545240200412614	0.00102731233837543	0.0051182847700802	0.00643221701740894	0.0181183353779372	0.00424737756612395	0.0119182105738816	0.0326542991457312	0.00155020956536717	0.000794818957904033
Megasphaera	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00243582537005809	7.35726898175397e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6.99154023631406e-05	0	0	0	0	5.7415169087673e-05	0
Meiothermus	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7.96051584142652e-05	0	0	0	0	0	0	0	0	0	0	9.64785335262904e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Melioribacter	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.90714576428862e-05	0	0	0	0.000130081300813008	0	0	0	0	0	0	0	7.35726898175397e-05	0	0	0	0	7.54204691153179e-05	0	0	0	0	0	0	0	9.64785335262904e-05	7.68108149627468e-05	0	0	0	0	6.0146758089739e-05	6.69612963706977e-05	0	0	4.74248316418477e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	4.03014548825213e-05	0	0	0	0	0	0	0
Mesorhizobium	0.000391512019418996	7.47272455537289e-05	0.000155726855096161	0.000150602409638554	0.000113378684807256	0	0.000172711571675302	0.000197667523225934	9.43603937973768e-05	0.000184218606079214	8.72828838264816e-05	7.36377025036819e-05	0.00234854294478528	0.00167691447736165	0.00138224348750665	0.00139559849704777	0.00193050193050193	0.00238788584740827	0.000460447555023483	0.000606612071580224	0.000162482736209278	0.000267565687376251	0.00102552415679125	0.000421077959576516	0.00181797083510618	0.000244081034903588	0.000263310337563853	0.00106430155210643	0.000383612091453123	0.00196323398179547	0.00054429174037284	0.000701530612244898	0.000704721634954193	0.000668643525786383	0.00037821482602118	0.000530292986875249	0.000916730328495034	0.000260162601626016	0.000145032632342277	0.000426325606181721	0.000443346633732345	0.000522397805929215	0.00020344500203445	0.000383105066564505	0.000468427955780401	0.000220718069452619	0	0.000238815475242796	0.000482439212659205	0.000228008573122349	7.54204691153179e-05	0.000132074225714852	0.000131319763624425	0.000176025347650062	0.000244140625	8.19604950413901e-05	0.000136612021857923	0.000269299820466786	0	7.68108149627468e-05	0	6.60371128574259e-05	0	0.000276262172801989	0.000962348129435823	0.000535690370965582	0.000823238856874044	0.000314080216087189	0.000142274494925543	0.000177085177970604	0.000503355704697987	0.000560403490513169	0.000187406296851574	0.000304376940402995	0.000534616412723871	0.000384881841274729	0.000502979184399907	0.00110103626943005	0.000481811611659841	0.000433345972590867	0.000368405540819334	0.000141698253569025	0.000241808729295128	0.000838984828357687	0.000188732660186845	0.00025741682218933	0.000395390872119295	0.000353839154829904	0.000631566859964403	0.000147188695908154
Metallibacterium	0	3.73636227768644e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6.06612071580224e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Methanobacterium	0.00195756009709498	0.000112090868330593	0.000311453710192323	0.000602409638554217	0.000510204081632653	0.0011542730299667	0.00201496833621186	0.00102787112077486	0.000975057402572893	0.000122812404052809	0.000174565767652963	0.000736377025036819	0.000287576687116564	0	0.000531632110579479	0.000143138307389515	0	0.00023296447291788	0.000184179022009393	6.06612071580224e-05	0.000162482736209278	0.000187295981163376	0.000398814949863263	0.000421077959576516	0.000116040691602522	0.00113904482955008	0.000105324135025541	8.86917960088692e-05	7.67224182906245e-05	0.000118983877684574	0	0	6.40656031776539e-05	8.72143729286586e-05	6.30358043368633e-05	0.000464006363515843	0.000152788388082506	0.000520325203252032	9.6688421561518e-05	0.000213162803090861	9.50028500855026e-05	3.26498628705759e-05	0.00033907500339075	4.78881333205632e-05	9.36855911560802e-05	0.000882872277810477	0.00013355592654424	0.000477630950485591	0.000192975685063682	0.000592822290118108	0.000226261407345954	6.60371128574259e-05	6.56598818122127e-05	0.000264038021475092	0	0.00016392099008278	6.83060109289617e-05	0.000269299820466786	0.000482392667631452	0.00107535140947845	7.71962328238382e-05	0	8.62515094014145e-05	0	6.0146758089739e-05	0	0.00017640832647301	0.00056534438895694	0.000758797306269563	5.9028392656868e-05	8.38926174496644e-05	0.000160115283003763	0.000281109445277361	6.0875388080599e-05	8.91027354539784e-05	7.69763682549457e-05	0.000425597771415306	0.000129533678756477	0.000602264514574801	0.000108336493147717	0.00117889773062187	7.08491267845124e-05	0.000201507274412606	0.000139830804726281	0.000377465320373691	0.000900958877662655	5.64844103027564e-05	0.00171864732345954	0.00930125739220302	0.000176626435089785
Methanomassiliicoccus	0	0	0	0	0	8.87902330743618e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.67565687376251e-05	2.84867821330902e-05	0	0	0	0	0	7.67224182906245e-05	0	0	0	0	0	0.00018910741301059	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6.0146758089739e-05	0	0	3.14080216087189e-05	0	0	0	0	0	0	0	0	0	6.47668393782383e-05	0	0	0.0002210433244916	0	0	6.99154023631406e-05	0	0	0	5.05484506899864e-05	0.000172245507263019	0
Methanoregula	0	0	0	0	0	4.43951165371809e-05	5.75705238917674e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6.02264514574801e-05	0	0	0	0	0	0	0	0	0	5.7415169087673e-05	0
Methanosaeta	0.000195756009709498	0	0	0	0	0.000133185349611543	0.000115141047783535	0	6.29069291982512e-05	0.000122812404052809	0	0.000220913107511046	0	0	0	0	0	5.824111822947e-05	0	0	0	0	0.000142433910665451	0	0	8.13603449678627e-05	0	0	0	0	0	0	0	0	0.000126071608673727	6.62866233594061e-05	0	0	0	0	0	0	6.781500067815e-05	4.78881333205632e-05	0.000281056773468241	0.000220718069452619	0.000333889816360601	7.96051584142652e-05	0	0.00018240685849788	0.000150840938230636	6.60371128574259e-05	6.56598818122127e-05	0.000176025347650062	0.000162760416666667	0.00016392099008278	6.83060109289617e-05	8.97666068222621e-05	9.64785335262904e-05	7.68108149627468e-05	3.85981164119191e-05	0	0	6.90655432004973e-05	0.000120293516179478	0.000133922592741395	0.00017640832647301	0.000157040108043594	4.74248316418477e-05	5.9028392656868e-05	8.38926174496644e-05	0	9.37031484257871e-05	0.000121750776161198	0.000178205470907957	7.69763682549457e-05	0.000116072119476902	6.47668393782383e-05	6.02264514574801e-05	5.41682465738584e-05	0	3.54245633922562e-05	4.03014548825213e-05	0	9.43663300934227e-05	0.000321771027736663	0	5.05484506899864e-05	0.000459321352701384	0.000117750956726523
Methanosarcina	0.000743872836896093	3.73636227768644e-05	0	7.53012048192771e-05	0.000170068027210884	8.87902330743618e-05	0.000575705238917674	7.90670092903736e-05	6.29069291982512e-05	0.000184218606079214	0	7.36377025036819e-05	0.000239647239263804	0.000908328675237563	0.000779727095516569	0.000143138307389515	0	0.00023296447291788	0	6.06612071580224e-05	0.000162482736209278	0.0001070262749505	8.54603463992707e-05	0.000120307988450433	0.000116040691602522	0.000813603449678627	5.26620675127706e-05	0.000177383592017738	0	0.000178475816526861	6.8036467546605e-05	0.000127551020408163	0	2.90714576428862e-05	0.0011976802824004	0.00139201909054753	0	0	4.8344210780759e-05	0.000213162803090861	9.50028500855026e-05	0	0.0001356300013563	4.78881333205632e-05	0.000562113546936481	0.000588581518540318	6.67779632721202e-05	0.00015921031682853	9.6487842531841e-05	0.00018240685849788	0	0	6.56598818122127e-05	0	0.000244140625	0	6.83060109289617e-05	8.97666068222621e-05	0	0	0	6.60371128574259e-05	0	0	0	6.69612963706977e-05	5.88027754910032e-05	0.000376896259304626	0.000331973821492934	5.9028392656868e-05	0	0	9.37031484257871e-05	0	8.91027354539784e-05	0	0.000154762825969202	6.47668393782383e-05	6.02264514574801e-05	0	0	0	0	0	0	0.000193062616641998	0	0.000404387605519891	0.00189470057989321	8.83132175448925e-05
Methanothermobacter	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5.32907007727152e-05	0	3.26498628705759e-05	0.0009494100094941	0.000430993199885068	0.000281056773468241	0.000220718069452619	0.000200333889816361	0.00103486705938545	0.000868390582786569	0.00104883943636281	0.000980466098499133	0.000528296902859407	0.000590938936309915	0.00105615208590037	0.000813802083333333	0.000819604950413901	0.000819672131147541	0.000897666068222621	0.000868306801736614	0.000614486519701974	0.000347383047707272	0.000594334015716833	0.000172503018802829	0.000828786518405967	0.000842054613256346	0.000669612963706977	0.000588027754910032	0.000533936367348221	0.000521673148060324	0.000236113570627472	0.00075503355704698	0.000880634056520695	0.000281109445277361	0.000547878492725391	0.000623719148177849	0.000384881841274729	0.000464288477907607	0.000647668393782383	0.000542038063117321	0.000487514219164726	0.000515767757147067	0.00046051932409933	0.00032241163906017	0.000559323218905125	0.000566197980560536	0.00051483364437866	0.000112968820605513	0.000859323661729768	0.000918642705402767	0.000382690609361201
Methylobacillus	0	0	0	0	0	0	0.000115141047783535	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6.01539942252166e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000289435600578871	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Methylobacter	0.00121368726019889	0.00134509041996712	0.000622907420384645	0.000225903614457831	0.00107709750566893	0.00270810210876804	0.00500863557858377	0.00162087369045266	0.00213883559274054	0.00411421553576911	0.00610980186785371	0.00279823269513991	9.58588957055215e-05	0.000209614309670207	0.000141768562821194	0.000214707461084273	0.000193050193050193	5.824111822947e-05	0.000138134266507045	0.00024264482863209	0.000162482736209278	0.000133782843688125	0.00111098450319052	0.000481231953801732	3.8680230534174e-05	0.000488162069807176	0.000157986202538312	8.86917960088692e-05	7.67224182906245e-05	0.000118983877684574	0.00040821880527963	0.0017219387755102	0	0.000203500203500203	0.000126071608673727	0.000132573246718812	0.000305576776165011	0.000260162601626016	0	0	9.50028500855026e-05	9.79495886117278e-05	0.0001356300013563	0.000335216933243942	0.000374742364624321	0.000294290759270159	0.000801335559265442	0.000955261900971183	0.00270165959089155	0.000273610287746819	0.000150840938230636	0.000264148451429703	0.000590938936309915	0	0.000325520833333333	8.19604950413901e-05	0.000204918032786885	0.000359066427289048	0.000385914134105162	0.000614486519701974	0.000308784931295353	0.000264148451429703	0	0	0	0.000334806481853489	0.000294013877455016	0.000502528345739502	0.00128047045432989	0.000472227141254944	0.000167785234899329	0.000480345849011288	9.37031484257871e-05	6.0875388080599e-05	0.000178205470907957	7.69763682549457e-05	0.000773814129846011	0.000129533678756477	0.00228860515538424	5.41682465738584e-05	0	7.08491267845124e-05	0.000403014548825213	0	0.000377465320373691	0.000579187849925993	0.000508359692724808	0.000101096901379973	0.000344491014526038	0.00117750956726523
Methylobacterium	0	0	0.000155726855096161	7.53012048192771e-05	0.000170068027210884	4.43951165371809e-05	0	7.90670092903736e-05	6.29069291982512e-05	0	8.72828838264816e-05	0	0	0	0	0	0.000193050193050193	5.824111822947e-05	0	6.06612071580224e-05	0	0	0	0	0.000154720922136696	0	0.000105324135025541	0.000354767184035477	7.67224182906245e-05	5.94919388422869e-05	6.8036467546605e-05	6.37755102040816e-05	0	5.81429152857724e-05	0	0	7.63941940412529e-05	0	0	0	3.16676166951675e-05	0	0	0	0	0.000220718069452619	0	0	0	0	0	0	0	0	0	8.19604950413901e-05	0	0	0	0	3.85981164119191e-05	0	0	0	0	0	5.88027754910032e-05	0	0	0	0	0	0	0	0	0	0	0	0	5.41682465738584e-05	0	0	0	0.000139830804726281	0	0	0	5.05484506899864e-05	0	0
Methylocaldum	3.91512019418996e-05	0	7.78634275480807e-05	0.000150602409638554	5.66893424036281e-05	4.43951165371809e-05	0	0.00011860051393556	0	0	0	0	4.79294478527607e-05	0	0.000106326422115896	3.57845768473788e-05	0	5.824111822947e-05	4.60447555023483e-05	6.06612071580224e-05	0	2.67565687376251e-05	2.84867821330902e-05	6.01539942252166e-05	7.7360461068348e-05	8.13603449678627e-05	0	0	0	5.94919388422869e-05	6.8036467546605e-05	0.000127551020408163	0.00032032801588827	8.72143729286586e-05	0	0	0	0	9.6688421561518e-05	5.32907007727152e-05	3.16676166951675e-05	6.52997257411519e-05	0.0001356300013563	4.78881333205632e-05	0.000374742364624321	0	0.00013355592654424	0.000238815475242796	0.000192975685063682	0.000228008573122349	0	0.000132074225714852	0.000196979645436638	8.80126738250308e-05	0	0	0	0	0.000868306801736614	0.000691297334664721	3.85981164119191e-05	0	0	0	0	0	5.88027754910032e-05	3.14080216087189e-05	0.000142274494925543	0	0	8.00576415018814e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	6.43542055473325e-05	0	0	0	0
